movie,sentence,score,label
피그,제발 좀 씻었으면....,7,0
뜨거운 피,원작을 다 담아내기에는 무리였지만 정우 배우님의 열연만으로도 충분한듯..,8,1
해적: 도깨비 깃발,영화관에 갇힌사람이 이해됨,1,0
뜨거운 피,댓글 알바들한테 속음.. 보지 마세요,3,0
이상한 나라의 수학자,마지막에 보람이도 같이 나왔으면 더 좋았을텐데 ㅠㅠㅠ 그래도 따뜻한 영화,9,1
스펜서,"스펜서, 새장을 뚫고 나와 민중의 왕세자비가 되다",7,0
토이 스토리 3,역시 너무 너무 재밌었어요☆,10,1
톨 걸 2,걍 재밌어요 꼭 보세여 남주 너무 귀엽고 사랑스럽고 연기도 잘하네요 ㅠㅠ,10,1
벨파스트,감동적인 자전적 이야기의 힘,8,1
웨스트 사이드 스토리,완성되지 못한 거장의 숙원.  두 주인공의 미스캐스팅,7,0
사하라,"이런 영화가 있었군요. 2005년도에 못봤다는게 아쉽지만, 이제라도 봐서 다행입니다. 감사합니다.",10,1
뜨거운 피,펜션하나 지어서 인숙과 행복한 삶을 꿈꿨던밑바닥 건달 희수의 성장스토리마지막 제일 높은곳까지 올라갔지만 홀로 더없이 외로워 보였던 희수의 뒷모습이 영화 끝나고도 계속 생각나는 날것그대로의 느와르 영화 뜨거운피명품배우들의 구멍없는 연기 ,10,1
달마야 놀자,명작 중에 명작입니다. 21년이 지난 지금 보아도 너무 좋습니다,10,1
뜨거운 피,너무 지루하고 재미없었습니다,2,0
킹 리차드,자녀들에게 할 수 있다 최고다 말하는 아빠대단!!!,10,1
스펜서,"감정으로 동화되는 인물의 일대기. 이해하고 나왔지만, 진짜로 이해할수 있을까는 의문이 든다",8,1
사운드 오브 뮤직,17년도 이후에 다시 댓글 다는데 좋다,10,1
이상한 나라의 수학자,"생각보다 너무 재미있었어용 호불호는 좀 갈릴수도,,,,",10,1
뜨거운 피,일단 징그럽고 자극적인 장면이 없어서 좋았어요꼭 .. 지방 배경에 남자 배우들 많이 나오면 막  피철철 인데 그런거 없어서 다행이었어요 !!! 정우배우님 너무 좋았어요 ㅠㅠ 연기 너무 잘하셔성 !남편도 좋아햇구요 저는 만족햇어요!,8,1
스펜서,초반부는 너무 앞뒤 내용없이 힘들어하는 내용만 담긴게 조금 아쉬움 우리나라에 왕실 문화가 있는것도 아니어서 미리 스토리를 알고 본다면 더더욱 공감이 잘 될듯 합니다. 촬영 세트나 분위기는 훌륭함,7,0
뜨거운 피,뜨거운 피는 정통느와르를 대표하는 영화인것 같아요^^정우님이 연기한 날것 그대로의 희수연기가 너무 좋았던것 같아요~다른 배우님들의 연기 케미도 넘넘 좋아서 영화를 보는 동안 몰입해서 본것 같아요~고민하지말고 극장으로 고고고,10,1
더 페이버릿: 여왕의 여자,탄탄한 줄거리와 음악 특히 오르간 음악이 너무 좋습니다. 정말 영화같은 영화!,10,1
뜨거운 피,걍 재미있더 정말 꼭 추천,10,1
패왕별희 디 오리지널,볼 때마다 가슴이 미어져 눈물을 흘린다 더 이상 나올수없는 중국 최대의 역작,10,1
이상한 나라의 수학자,믿고 보는 최민식 배우 연기력이 장난아니다..영화 초반에는 좋았는데 후반에 갈수록 클리셰가 느껴진다..,4,0
뜨거운 피,연출이  왔다갔다함..초보감독이신듯,2,0
뜨거운 피,별로. 추천은 하지 않는다,1,0
스파이더맨: 뉴 유니버스,솔직히 나는 마블 스파이더맨 보다 이게 더 재밌었다.,10,1
스파이더맨: 노 웨이 홈,"스토리 개연성이 파괴가 되었고, 팬 서비스 차원에서 만들어진 영화",5,0
극장판 바이올렛 에버가든,제가 여러 영화를 봐왔지만 단연코 제일 감동적이였고 여운이 깊은 영화였습니다ㅠ,10,1
벌새,아기 벌새는 몰랐다. 어른벌새가 날기위해 1초에 수십번 날개짓을 해야하는 줄은. 아기 벌새가 커가면서 알게되었다. 사는것이란 허공에서 수십번 허우적대며 날개짓해야만 그 자리에 맴돌 수 있음을. 내 주위의 부모와 형제와 친구와 선생님과 병실의 환우 아주머니들까지 수많은 관계와 인연 속에서 작은 벌새는 떠있기위해 힘겨운 날개 짓을 하고 있었다. 작은 벌새는 알았다. 모두가 이렇게 열심히 날개 짓하며 살고있었구나. 조금은 두렵고도 조금은 아프고도 조금은 신기했다. 그렇게 작은 벌새는 조금씩 어른벌새로 성장하고 있다. 그렇게 우리는 어른이 되었다. ,10,1
당신은 이 글 속에 살아있다,첫빠. 안봤지만..기대하며,10,1
달콤한 인생,다시봤더니 멜로영화다. 그것도 순수한 순애보영화... 이병헌 연기때문에...,10,1
하늘의 푸르름을 아는 사람이여,기대를 안 하고 봐도 재미가 없다. 클리셰를 벗어나려 노력 했지만 그냥 클리셰를 따랐으면..,1,0
결혼 이야기,한국정서에 길들여져서인지.. 마지막에 찰리가 la로 오게된건 뭔가 여지를 남긴거 아닌가? 또 다시 사랑하게 되는것도 참 신기함 가능한 일인지..,8,1
문폴,"재난영화! 특히 지구 파괴(?)영화는 실로 엄청난거 같아요. 거기에 우주까지 더해졌으니! (개인적으로 우주 영화는 영화관에서 봐줘야 한다고 생각합니다. 광활한 우주 풍경은 광활한 화면으로 봐줘야죠. 뭔가 평생 못가볼 그곳을 영화관에서! 심지어 영화관이 어두워서, 살짝쿵 진짜 우주에 있는 느낌도 들죠) 이런 멋진 영상 감사합니다~ 하면서 우주 감상하고 왔어요. 생각도 못했던 땅꺼짐 현상이 실제로 계속 나타난 걸 보면, 문폴도 언젠가 현실이 될 수 있지도 않을까... 영화에서 문폴의 원인(스포방지)이 생각도 못했던 변수였지만요. 정말 다양한 상상력이 한 영화에^^;우주 덕후 ‘KC’가 굉장히 인상적였어요. 전문가보다 더 빠른 관찰력과 판단력의 덕후! 그리고 사람들 구하려는 마음! 그리고 나중에... 개인적으로 행복한 마무~으~리 까지!ㅎㅎ&amp;#34;문폴&amp;#34; 제목 해석하고, 혼자서 &amp;#34;이럴것이다&amp;#34;라고 추측한 내용을 벗어난, 어찌보면 내 상상력의 한계를 배신한, 여러 이야기들로 가득한 영화였습니다. ",10,1
뜨거운 피,이게 뭐야? 기본적인 캐릭터도 안잡히고 인물관계도 엉망 연기빼곤 볼것이 없다,2,0
라라랜드,왜인지 머리속은 아직 복잡하고 정리가 안되는데..눈물은 계속 계속 흐른다...꿈과 사랑..운명..인생을 생각해보게 하는 영화,10,1
봄날의 곰을 좋아하세요?,엉뚱한 여자주인공의 개성있는 연애. 환상과 현실의 차이. 꿈꾸는 사랑은 현실의 소중함을 느끼는데 눈을 가린다.,7,0
블랙 크랩,그냥 뻔한 결말에 이렇게 흘러가겠네 예상되는 스토리 그냥 킬링타임용 무비,2,0
대부 2,그 보기 힘들다는 1편을 뛰어넘는 명작.,10,1
뜨거운 피,사투리때문에 뭐라하는지 잘 못알아 들었다ㅠㅠㅠ 정우 팬이여서 정우 얼굴하나 보고 만족했다…,2,0
남색대문,장시하오 같은 친구가 있다는 게 부럽고 고맙고 마음이 예쁘다 ,10,1
아워 바디,늘 종착지를 정해 달리는 이들에겐 이해하기 힘들고그저 냅다 달리는 이들에겐 감당하기 힘든 영화,8,1
인민을 위해 복무하라,현대판 로미와줄리엣 해피엔딩버전 이네요보면서 광광 울었습니다 ,10,1
더 배트맨,이게 진짜 배트맨이지ㅜㅜ 탐정 배트맨!!,10,1
룸,그 여경에게 감사의 인사를,8,1
더 배트맨,너무 지루하다 진짜.. 어설픈 배트맨탈 쓴 탐정물 ㅌㅌ,4,0
여타짜,이거 볼 시간에 수타짜장면 한그릇 먹는게 훨 남,2,0
문폴,"우주에 관한 여러가지 가설을 흥미진진하게 연출되어 너무 재밌었습니다. 영상미도 너무 좋았고,달에 대한 새로운 시각이 생겨서 더욱 흥미로웠습니다. ",10,1
뜨거운 피,평점보고 망작인가햇는데 재밌게봤네요 정우배우 연기만으로 끝까지 몰입할수있게해줌,10,1
이상한 나라의 수학자,수학증명 공부해보고 싶은 생각이들만큼감동적이고 스토리도 넘나재밌음.올만에본영화인데..짱,10,1
파이프라인,개 노잼 이딴영화 왜 찍는지 궁굼함,1,0
박하사탕,2022년에 봐도 감동이 여전하네요 역시 명작은 괜히 명작이 아니군요. 그리고 설경구씨 저당시 신인이였는데도 불구하고 연기 장난없네요. 오랜만에 영화다운 영화 봤네요~,10,1
나일 강의 죽음,뻔하디 뻔한,6,0
더 배트맨,로버트 패틴슨 배트맨 그잡채세요...,9,1
레드슈즈,"대박!! 이거 안보면 후회합니다스토리도 스토리고,연출이 대박이예요!!멀린 완전 내 스타일이야",10,1
레드슈즈,"대박!! 이거 안보면 후회합니다스토리도 스토리고,연출이 대박이예요!!멀린 완전 내 스타일이야",10,1
나이트메어 앨리,"쿠퍼 연기 미쳤어,,",8,1
나의 히어로 아카데미아 더 무비: 월드 히어로즈 미션,진짜 갓작 명장 대박작 짱 재밌고 10번 봐도 돈 안 아까움 신캐도 너무 매력있고 액션씬도 대박이고 데쿠는 너무 귀엽고 섹시하고 활약 대박이고 진짜 완전 강추합니다.,10,1
블랙 크랩,러시아 영화임? 푸틴 귓방맹이,2,0
헨젤과 그레텔 : 마녀 사냥꾼,동화를 모티브로 한 너무도 재밌는 판타지액션영화였다..!,9,1
어나더 라운드,what a life! 매즈 미켈슨 춤 넘 잘춰서 놀람ㅋㅋㅋ,8,1
스펜서,보는내내 숨막히던 영화. 명작,10,1
뜨거운 피,배우들 명연기 말고는 실망스러웠습니다 원작에 비하면 각색이 문제였는지 인물들에대한 부분도 많이 부족하고 서울사람한텐 뭐라고하는지 사투리가 알아듣기 어려워서 자막이 필요했습니다... ,4,0
킹메이커,감독님 다음 작품 넘 기대됨,9,1
플립,물 흐르듯이 이어지는 스토리.. 여자아이의 마음이 너무 예뻤다..♡,10,1
블랙 크랩,이게 왜 재미 없다는 건지..??쌉지리게 재밌음.. 초반부터 몰입감 최고,10,1
극장판 주술회전 0,진짜 넘 감동적이고 2022년 최고의 영화!!ㅠㅠ,10,1
더 플랫폼,와 진짜 시간 가는 줄 모르고  봤네요 잔인한 장면도 포함돼 있으나 그만큼 인간의 어두운 욕망을 섬뜩하게 잘 그린 영화,10,1
킹 리차드,"주인공이 리차드가 아니라 세리나, 비너스였으면 더 공감가고 감동이었을 듯.",6,0
해적: 도깨비 깃발,어디서 재미를 느껴야 해?,5,0
글래디에이터,최고의 영화입니다. 명작중에명작!!,10,1
웨스트 사이드 스토리,번스타인+손드하임+스필버그ㅠㅠ레너드 번스타인 전기영화 넘 기대되고...,8,1
스펜서,다이애나가 겪고 있는 내면의 고통이 잘 느껴진다.,8,1
하늘의 푸르름을 아는 사람이여,결말이 무슨 흐지부지하게 끝나고 솔직히 ㅈㄴ지루했다.. 기대많이했는데 ㅅㅂ 젠지담원이나볼껄 ,4,0
글래디에이터,"초딩때 보고, 중딩때 보고, 대딩때 보고, 30살이 되어 다시 보는데 아직 여윤이 가시지 않는다.",10,1
하우스 오브 구찌,아담 드라이버는 진짜 믿고 보는 배우,8,1
해탄적일천,거장의 데뷔작을 보는 재미,8,1
테러리스트,재밌는데 왜.  꼬인 애들 많아. 자격지심인가... ,10,1
해적: 도깨비 깃발,웃겨야한다는 강박이 만든 2차원적인 유머남발 이 배우들을 데려다 이런 영화를 만드는것도 어려운일,4,0
스펜서,왕국 요리사 : 왕세자비 살찌우기 대작전!,7,0
기쿠지로의 여름,초등학생과 츤데레 아저씨의 여행,8,1
스탠 바이 미,"영화의 내용과 제목이 너무 잘 어울리는 것 같고, 벤 이 킹의 노래도 영화 속에서 들으니 더더욱 좋았습니다. 주변 사람들에게 든든한 버팀목이 되어야 겠다는 동기부여가 되는 작품입니다. ",9,1
전투왕,나쁜 시대를 반복하지 않기 위해 꼭 필요한 기록영화입니다...보는 내내 분노와 슬픔이 뒤섞여  눈물이 났습니다...이상호 기자님 정말 고생많으셨고  존경합니다..건강하셔야 해요~~~,10,1
강남 1970,근데 설현 왜이리 촌스럽고 못생기게 나오는 거죠??ㅠ,8,1
뜨거운 피,연기자들의 연기에 오랜 감동이 있습니다정우배우는 배우가 맞습니다,10,1
첨밀밀,좋은 영화긴 한데 처음부터 소정이란 불쌍한 캐릭터 없이 더 잘 만들수 있었을것 같음,9,1
씽2게더,유투에 할시까지 고막 행복,8,1
뜨거운 피,와우~배우들 연기력 짱~탄탄한 스토리,10,1
뱅드림! 팝핀' 드림!,???: 오우 코코스~,10,1
뜨거운 피,정우님 연기 조아요 잘봤습니다,8,1
스펜서,두꺼운 새장 속 하늘을 날고자 하는 춤에서 마침내 반짝이는 족쇄를 끊어내기까지.,8,1
뜨거운 피,네이버 평점보고 기대안했는데정우 최무성 연기 진짜 최고예요 엄청 재밌게 봤어요 ,10,1
더 배트맨,엥.. 너무 지루하고 재미없어요..배트맨 영화에 대해 잘 모르시는 분은 가면 졸아요 저처럼... 아는 분만 가시길..,1,0
뜨거운 피,기대보다 재밋었음  영화라서 과장되긴 해도 인생이 담겨있음,9,1
레이니 데이 인 뉴욕,비오는 뉴욕 낭만만 남음,6,0
모가디슈,군함도 논란에 많이 데여서 그런지 이 정도면 신파도 자제하고 사실대로..,7,0
스펜서,좋은 연기와 연출,8,1
더 배트맨,정말 스토리도 감동도 아무것도 없습니다 쿠키마저도... 쓸데없는 장면이 많은데 그렇다고 중요한장면이 있는것도 아니고... 연기는 잘했지만 각본 연출 모든게 이하입니다...기대를하고간건아니라 기대이하라고 적기도 애매하네요,1,0
라스트 듀얼: 최후의 결투,같은 장면을 3번 보려니 다소 지루..,7,0
더 배트맨,"정말 당황스러운 영화. 연출, 각본 뭐하나 맞는게 없다.",1,0
스파이더맨: 노 웨이 홈,삼파이더맨 감동 ㅠㅠ,8,1
이상한 나라의 수학자,최민식 아들태도가 정말 이해가안감 ㅋㅋㅋ노골적으로 북한빨아재끼는 영화임 ㅋㅋ,2,0
하우스 오브 구찌,재밌는데 너무 길다.. 좀 더 스피디했다면...,7,0
시네마 천국,이런게 순수100% 클래식,9,1
레인메이커,지금 원서로 읽고있어요ㅎㅎ맷데이먼과 잘어울리는 캐릭터이고 책에서 나타나는 세세한 감정들을 잘 살려서 연기하는모습 감동입니다,10,1
이상한 나라의 수학자,연기가 좋았어요. 오그라들지도 않구요.,10,1
어나더 라운드,적당한 정도의 드라마. 너무 가볍지도 너무 무겁지도 않게,8,1
아사코,드라이빙 마이 카를 보고 나서 아사코를 보게 된 때문인지는 모르겠지만 쉽게 아사코와 바쿠 같은 캐릭터가 이질적이게 느껴졌으며 비현실성을 만들어낸 인물들이어서 현실에 있음직한 료헤이가 그들을 마주하기에는 너무 힘겨워 보였다. 어찌보면 스릴러 같기도 했다 바쿠의 손을 잡고 도망가는 그 모습을 보고는. 료헤이처럼 괴로웠다.,6,0
뱅드림! 팝핀' 드림!,평점 다 알바인듯. 진짜 잼없음. 스토리도 하나도 없고 노래도 그닥.. 최근들어 최악의 영화. 그나마 상영시간 짧아서 끝까지 앉아있었음ㅠㅠ,1,0
듄,너무  밋밋하다. 확실히 재미란 측면에선 낮은 점수를 줄수밖에 없는 영화.,6,0
특송,이런 영화에 야들 나오면 너무 짜증남…하,6,0
뜨거운 피,뜨거운피 책으로도 재밌게 읽었고 오랜만에 제대로 정통찐누와르 연기를 보여주신 정우배우님~힘들게 촬영하신 영화인만큼 많은 관객들이 영화관에 들려서 꼭 봤으면 좋겠어요~진짜 연기력은 믿고보는 배우 정우님 역시연기에 감탄했어요~좋은작품 만들어주셔서 감사해요 ,10,1
에볼루션,미국인도 안웃을 아메리칸 조크,1,0
문폴,반일 반중감정에 휩쓸려서 영화를 영화로 못보시는 분들께 애도를,10,1
마약왕,너무 편향적인 영화...이런 영화를 만든 저의가 의심스럽다.,2,0
더 배트맨,이게 뭔가 대단하긴 한데 항상 누가 &amp;#34;그래서? 다크나이트보다 나아?&amp;#34;라고 물어보면 왠지 초라해지는..,9,1
뜨거운 피,기대했던거보다 훨씬 재밌었습니다 배우들 연기가 좋았어요,9,1
기적,정말 모든배우의 연기가 압권이였지만 이성민 배우님의 연기는 진짜?그리많은 배역의 분량이 많은것도 아닌것에 비해 그의 연기력은대~~~~박,10,1
워리어스 웨이,재밌음 아쉬운건 나쁜 놈들이 쓸데없이 악하다는거 ,10,1
22 블렛,엄청 멍청한 마피아두목의 복수극 어떻게 두목은 된건지 모르겠음.  ,3,0
뜨거운 피,정우님 최무성님 연기 너무 잘하시네요 너무 재밌게 봤어요,10,1
문폴,"역시 문폴 선배님 영화를 찢어놓으셨다. 개소리, 쓸데없이 고퀄, 비장한 표정까지 워후~~!",10,1
워리어스 웨이,간만에 현웃터지며 재밌게 본 영화네요 고퀄리티 영상미에 스토리있고 연출 뛰어납니다.피바다에 꽃잎 흩날리는거 너무 감동적이네요 장동건씨 얼굴 명연기 코미디 영화 ,10,1
워리어스 웨이,욕 실컷 하다 보니 힐링이 됨~~ㅋ,1,0
문폴,그래서 저 달은 토끼가 지배하고 있다는거죠?,10,1
워리어스 웨이,이정도면  액션 멋있고 재밌구만~~ ! ,10,1
이상한 나라의 수학자,최민식이 하는 연기와 주는 감동은 말로 다할 수 없습니다~^^,10,1
뜨거운 피,부산 사투리가 주요 언어라 잘 알아듣지 못한게 단점,10,1
스테이션 7,영화 속 캐릭터가 아닌 빅토르 멋지다 ,10,1
이상한 나라의 수학자,좋았어요 ..남친이랑 봤는데 이영화를 가족과도 보고싶어서 엄마랑 보러갈려구요..,10,1
이상한 나라의 수학자,하도 별로라는 평이 많아서 학생들이랑 보기전에 미리 봤는데 걍 생각없이 보기엔 무난했고. 후반부 스토리가 억지스럽긴 하더라구요. 아들이야기만 뺐으면 차라리 더 자연스러웠을듯요. 최민식님의 명대사가 몇번 나와요. 근데 전반적으로 분위기가 무겁고 전개의 지루함도 있네요. ,8,1
블랙 크랩,ㅈㄴ재미없음..하아…,1,0
이상한 나라의 수학자,뻔한 스토리인데도 엉성하고 시간 가는줄 알고봤네요 조금실망,5,0
다크 나이트,크리스찬 베일하고 히스레저 연기가 너무나도 완벽하다. DC영화 느낌이 잘 묻어나는 액션 영화. 배트맨과 조커같은 주연에서 명배우들의 연기가 감동적이다.한줄 평 : DC 최고의 걸작 영화.,10,1
뜨거운 피,꽤 괜찮은부산 땡가는 영화,9,1
그 여름 가장 조용한 바다,마치 그 여름을 함께 보낸듯한 잔잔한 파도 같은 영화.,10,1
뜨거운 피,평점이 이정도밖에 안되는게 이상할정도입니다. 배우분들 연기는 말할것도 없고 스토리도 매끄럽게 잘 연결되는 느낌을 받았어요. 느와르 장르임에도 잔잔하게 흘러가는 느낌이 정말 인상깊었습니다. 개인적으로 다시 볼것같네요.,10,1
해적: 도깨비 깃발,그냥 만화같은 설정  난잡함..유치,4,0
배트맨 대 슈퍼맨: 저스티스의 시작,배트맨 배역이 조금만 젊은 배우였으면,7,0
인턴,이 영화를 보면서 지금에 나는 무엇을 하고 있는지되돌아 볼 수 있어 좋았다,10,1
유어 러브 송,진짜 내용도 연결이안되고 재미없어요 ,2,0
뜨거운 피,바람에 짱구랑 선배가 커서저런 인생을 살게 된건가?ㅋㅋㅋ암튼 연기 넘 좋았다 진주아빠 연기정우배우 최고,10,1
뜨거운 피,느와를 영화를 원래 좋아해서 자주 보는데 오랫만에 마음에 드는 영화를 만난 것 같다. 희수의 이야기에 정우님의 연기가 더해져 더 짠하고 뭉클하고 눈물이 그냥 나왔던 영화...첫 관람을 너무 긴장하며 봐서 더 보고 싶다는 생각이 들었다. 다음 번에는 좀 더 편안하게 정우님의  희수에게 더 몰입하고 싶다. ,10,1
건축학개론,다시 봐도 존잼이다… 말 놓을게 수지야,10,1
뜨거운 피,이런류 좋아하기도하고 잼있게봤어요. 출연진들 연기도 다좋았고 긴장감. 스토리 다 괜찮았음. ,9,1
뜨거운 피,이런류 좋아하기도하고 잼있게봤어요. 출연진들 연기도 다좋았고 긴장감. 스토리 다 괜찮았음. ,9,1
애덤 프로젝트,슈퍼 히어로 랜딩!!!!,6,0
미스터 쉐프,이건 있어서는 안되는 영화이다. 심사위원석에 있는 할머니가 한복을 입고 있다. 이건 동북공정 영화이다.한복은 자랑스러운 대한민국의 멋진 전통 옷이다.절대 오랑캐의 전통 옷이 아니다.,1,0
뜨거운 피,대사가 너무 안들림.. 관계 정리 말끔하지 않음,1,0
스펜서,연출+연기+스토리+영상미+OST ,10,1
뜨거운 피,친구 이후에 최고의 느와르 명작 이시국에 개봉해서 안타까움 누구하나 빈틈없는 연기에 박수를 보냄,10,1
문폴,완전 재미써요!! CG가 엄청나네요,10,1
더 배트맨,놀란 다크나이트보다 더 재밌게 봄,10,1
킹메이커,"사실과 다른 부분들이 많은 것 같아서 좀 안타깝게 봤습니다. 약간 택시운전x 느낌이랄까... 너무 한쪽으로 편파적으로 만들었네요 영화를. 그렇지만 고증이 철저한 부분도 있더라구요. 서로 통수치도록 이간질 시키는 부분이라던지, 사칭하는 부분(ex.ㅉ), 야한잡지 즐겨보는 모습(더듬ㄷ), 자작극 및 주작과 정작 친일파는 지들이 더 많으면서 상대에게 친일 프레임 등등 저쪽 특유의 특징들은 정확하고 사실적으로 구사했더라구요. 그리고 무엇보다 이선균 배역 미화가 너무 심한 것 같습니다. 결국 설경구 도와준것도 지 공천 위해서였는데 나가리되었고, 반대편에 붙어서 돈 받고 도와준 주제에 정의고 대의고 운운하면서 끝까지 선역인 척 하는 역겨운 모습이 꼭 내로남불이 취미이자 특기인 그쪽의 특성을 고스란히 갖고 있더라구요. 암튼 영화 만드실 때 최소한 좀 중립적으로 만들어주세요. 많이 불편합니다;;",4,0
이상한 나라의 수학자,볼만해요. 몇가지 볼게 있었어요.,8,1
"나는 내일, 어제의 너와 만난다",내 인생 최고의 영화…..,10,1
뜨거운 피,생각없이 봤는데 스토리도 좋고 나름잼있었습니다.액션씬많은거 좋아하시는분은 조금부족할수 있습니다. 간만에 제대로 느와르봤네요. ,10,1
블랙라이트,뻔하디 뻔한 액션+스토리.이제 은퇴의 길로..,4,0
센과 치히로의 행방불명,센 ㅜㅜ 니가 고생이 많다 미성년자가 너무 노동을 많이함,8,1
이상한 나라의 수학자,참 감동 깊고 재미있게 봤음~,10,1
뜨거운 피,완전 대박입니다몇번을 보았지만 진짜루글로표현하기가어려워용인간의 눈높이에서 본 영화중에최고였던것 같아요특히 정우님의 진한 감동적인연기에 보는네네먹먹함이 왔어요아깝지 안아요많이들 보시면 좋아요,10,1
뱅드림! 팝핀' 드림!,다같이 키라키라 도키도키 하자!,10,1
이웃사촌,조현철씨 연기에 저는 너무나 매력을^^,10,1
실미도,.ㅡㅡ.ㅡ.ㅏ.ㅏ.,10,1
써스펙트,앞으로 숀펜이 감독한 영화는 안 보기로 했슴.,5,0
뜨거운 피,정우 연기에 눈을 뗄 수가 없었어요~ 연기에 물이 올랐는지 아님 뼈를 깍는 노력인지 모르겠지만 섬세한 표정 연기가 압권이네요,10,1
뜨거운 피,와 정우님 연기 진짜 잘하십니다..배우분들연기 실력에 다시한번 놀랩니다,10,1
에펠,두마리 토끼를 잡으려다 이도저도 아닌 느낌에펠탑이라는 소재속에. 순애를 녹여낸 로맨스물이라기엔. 감정선 전달이 아쉽고. 다큐적 그림으로 에펠탑의 내용에 집중하자니. 위기와. 해결과정이 용두사미 급으로 후루룩 지나간 느낌 그당시 분위기 재현이나 색감정도로 볼만한 작품 킬링타임으론 가능한거 같다,6,0
베일리 어게인,옛날에 키우던 강아지 생각났는데 다시 태어나도 우리집에 오고 싶을까?라는 생각이 들었다. 그리고 마지막베일리의 대사에 인생의 진리가 담겨있다.Be here now,10,1
명당,재밌게 봤습니다 감사합니다,10,1
그날의 분위기,꽤 재밌음 유연석 잘생김,9,1
웨스트 사이드 스토리,배우들이 별로 매력적이지 않네욥ㅠ,5,0
하늘의 푸르름을 아는 사람이여,그냥 영상보는맛에 볼만은 한데 오그라드는 연출 플러스 마무리가 흐접해서 별로임,4,0
해리 포터와 마법사의 돌,진짜 볼때마다 놀라움..,10,1
이상한 나라의 수학자,저희 중학생 아이와 봤는데 너무 재미있었다하네요.  스토리도 좋았고 감동이 있어좋았어요. .,10,1
리디밍 러브,그 시대 영상미가 아름다웠다. 여기 까지.,5,0
라야와 마지막 드래곤,수고하셨어요 영상미가 끝내줬어요 정말 아름답네요 현실보다,7,0
드라이빙 미스 데이지,너무 감동적이고 재밌음.찐강추,10,1
더 플랫폼,영화를 보고 층간소음이랑 공통점이 있다는 생각. 위층에 사는 인간들의 갑질.. ,6,0
더 배트맨,영화 전반의 분위기와 영상이 너무 좋았다.,10,1
김씨 표류기,코로나 방구석 무비로 최고b ,10,1
이상한 나라의 수학자,엄청나게 고퀄인 ebs드라마같아요..,5,0
인민을 위해 복무하라,음냐... 좋은 원작을 이렇게까지 못만들 수 있다니,6,0
이상한 나라의 수학자,수학공식처럼 정답이 구해지는 연출   영화는 방정식이 아닌데   그리고겉도는 여주인공 ,6,0
뜨거운 피,"연출, 배우들 연기, 음악, 대사 넘 좋았음.평범한 일상이 행복하다는 교훈을 남겨줌.",10,1
해적: 도깨비 깃발,3도 나왔으면 좋겠어요!,10,1
스파이더맨: 노 웨이 홈,이제 악당도 고쳐써야 하는 시대가 왔다! ,5,0
뜨거운 피,믿고보는 정우배우님의 찐르와르 연기를 볼수있는 영화♡연기파 배우들의 소름돋는 연기가볼맛 나는 영화네요,10,1
데드풀,재밌고 재밌고 재밌다!,10,1
춘희막이,보는 내내 울할매 생각이 많이났다.쪽진머리에 대쪽같은성격 담배피우는 모습까지도 똑닮은 큰할매~~투닥투닥하면서도 챙기는 모습이 츤데레 같다~넘 좋았다~,9,1
타짜 전설의 땁,이것도 영화라고 볼게 없고 내용도 없고,1,0
극장판 주술회전 0,짱、、가슴 뻐렁침 ㅜ.ㅜ,10,1
레이니 데이 인 뉴욕,여성 캐릭터들은 납작하고 매력없이 묘사됐고 남성 캐릭터들은 예술뽕에 취해서 있어보이는 척만 하고. 본인과 본인이 원하는 여성상을 투영한건지 모르겠는데 이렇게 지루하면서 정신없는 영화는 처음이었다. ,2,0
벨파스트,"그 어떤 혼란함과 삭막함 속에서도 영화와 음악과 낭만을, 가족과 사랑과 함께",10,1
고양이들의 아파트,단순히  정으로만은 해결될 수  없는 문제들,7,0
문폴,평점 기대이상인데 왜이렇게 낮지?이런 재난오락영화의 목적을 충실히 하는 영화 큰 상영관에서 봐야함 ,8,1
이웃사촌,전라도 영화입니다 눈썩을뻔,1,0
스펜서,징징대는 모습을 보기가 너무 힘들었어요,1,0
더 배트맨,"그냥 악당이랑 싸우는걸 3시간 풀어서 쓴 영화 ,, 기억나는건 자동차 씬 하나,,3시간이 너무 지루했음",1,0
뜨거운 피,"정우는 그냥 연기하려고 태어난 사람....눈빛이 잊혀지지가 않아요ㅠㅠ 무성이아저씨도 대박!!! 그리구 지승현,이홍내 배우분 등등 연기력들이 정말 최고입니다. 느와르 좋아하시는분들 꼭 보세요",10,1
1917,비참하고 찬란하다..,10,1
강릉,유오성 느와르..그만..보고싶음,1,0
더 배트맨,슈퍼히어로 영화로는 별로배트맨 코믹스 팬들에게는 환영,8,1
고질라 VS. 콩,"영상미가 모든 것을 압도한다. 액션도 좋고 앵글도 좋고. 진짜 잘만들었지만, 마지막 vs ??의 등장은 말도 안된다. 그래서 8점. 그냥 깔끔하게 고질라 vs 콩 이었으면 9점 짜리 영환데 무리수를 왜 둬서..",8,1
다크 플레이스,샤를리즈테론과 스릴러래서 봣는데 너무재밌네요 일가족 살인사건의 유일한 생존자.. 알고보니 끔찍한 가족의 뒷이야기까지ㅜㅜ 넘재밌었어요 연기두잘함 역시,10,1
택시운전사,재미있고 감동적이고  결말이아쉽네요,10,1
델마와 루이스,마지막 장면 멋지네요 인간은 자유를 원하죠,10,1
뜨거운 피,다들 연기력 이 .. ㄷㄷ,10,1
불량남녀,역시 갓창정  코믹의대가,10,1
