movie,sentence,score,label
아담스 패밀리 2,아이들이 보기엔 뭔가 잔인하고 어른들이 보기엔 뭔가 유치한..,4,0
장르만 로맨스,꽤나 재밌게봤습니다..민감한 이야기를 잘 풀어낸듯요,7,0
유체이탈자,윤계상은 이제 액션배우임 박용우 오랜만에 보는데 훌륭한 연기력을 보여줘서 좋았음 생각 깊게 안하고 보면 시간순삭,8,1
킹 리차드,&amp;#34;너는 다 계획이 있구나&amp;#34;,7,0
유체이탈자,장첸형님 연기가좋아여,5,0
프렌치 디스패치,웨스앤더슨의 역작중 하나,9,1
장르만 로맨스,최애 영화입니다즐겁게 잘 봤어요,10,1
스파이더맨: 노 웨이 홈,스파이더맨 시리즈를 좋아하는 사람이라면 좋아할 수 밖에 없지만 액션 스토리 모든 것에서 무언가 아쉽다는 느낌을 지울 수가 없다,7,0
웨스트 사이드 스토리,역시 스티븐 스필버그,7,0
뜨거운 피,이그 평점댓글부대에 또 속앗네개 쑤레기 영화,1,0
해적: 도깨비 깃발,그냥 킬링타임용으로 좋아요,4,0
문폴,"분명 줄거리보면 너무 재밌어보였는데, 2시간 시간가는줄 모르고 재밌게 봣음. 내기준에 별4개 8점이지만, 네이버 평점이 너무 말도안되게 낮게돼있어서 10점 줬음. 댓글 평점보고 기대 안하고 봐서그런가....?  영화 수입사 경쟁때문에 의도적인 악플이라도 있는건지? 중국자본때메 뭐 중국적인요소??? 전혀 모르겠던데 솔직히, 중국 배우가 나와서 중국어 단 1초 한마디 한거가지고 중국자본이 어쩌구 소리할건 아닌거같고, 인터스텔라, 마스, 그래피비 같은 SF나 공상과학 흥미있는사람은 상당히 재밌게 볼 영화로 보여짐.",10,1
나일 강의 죽음,약간 뻔하긴한데.. 볼만해요,5,0
뜨거운 피,간만에 영화다운영화 본거같아요서사가 좋았고 배우들 연기가 너무 좋았어요 느와르를 좋아하는편이 아닌데 재밌게 봤습니다 ,8,1
화양연화,"그 시절 홍콩영화에 왜 열광했는지 알 것만 같은 영화자욱한 담배연기 아름다운 붉은 색, 영화음악 장만옥의 치파오, 양조위의 포마드 이 모든 것이 영화를 돋보이게 하였다",9,1
킹메이커,한국의 역사를 되짚어볼수 있었습니다,6,0
이상한 나라의 수학자,억지 신파 없이 부담스럽지 않게 누구나 다 재밌게 볼 수 있는 영화였습니다 사실 최민식 님 보려고 본 거긴 한데 남주의 연기도 좋았어요 다른 작품에서 보고 싶네요,9,1
더 배트맨,6자 관람평: 누가재미없대,10,1
벨파스트,어린 아이의 시선으로 본 세계. 흑백의 스크린 안에서는 모두가 같은 색이다.,8,1
언차티드,쏘쏘..그냥저냥 볼만했어여,5,0
뜨거운 피,괜찮았어요  연기력으로 모두 커버한 느낌,8,1
타짜 전설의 땁,이건 해도 너무 하다....,1,0
더 배트맨,남자 주인공이 분위기가 쩔.,8,1
코다,맴찢... 저들의 모든 상황이 공감이 되는 영화,10,1
킹메이커,정말 대선전에 개봉하여 딱 색깔있는 정치 얘기가 나오네요 선악을 정확히 가르는 정치 이게 누구를 위한 영화였는지 보이네요 그래도 픽션으로보면 나름 재미는 있음 정말 옛날처럼 올바른 정치인이 나왔으면 좋겠네요,8,1
미드나이트,도저히 성립되지 않는 연출로 관객에게 어마어마한 고통을 선사하는 최악의 영화. 개연성을 무시하는건 관객을 모독하는 것이다. 정도가 있지 참... ,2,0
리코리쉬 피자,서로의 감정이 확신이 되는 순간마지막 질주에서의 쾌감은 크다,8,1
뜨거운 피,원작의 그 많은 등장인물의 사연을 모두 그려낼 수는 없었겠지만 이야기를 이끄는 주조연들의 연기는 나무랄데 없습니다. ,10,1
이상한 나라의 수학자,최민식 연기 ,10,1
더 배트맨,사람들이 원했던 어두운 느낌의 dc영화지만 무언가 아쉬운 것은 떠날 수 없다. 탐정이긴 하지만 시원하지 않은 느낌 그래도 2편이 기대된다.,7,0
기적,따뜻한 이야기 재미있어요 ,10,1
십개월의 미래,십개월이라는 시간 속에 놓여진 이들,6,0
스펜서,크리스틴 스튜어트의 일품연기가 돋보입니다,7,0
극장판 주술회전 0,무례하긴순애야,10,1
뜨거운 피,"아,실망스럽다,삼류영화같음시간,돈 아까움,,,연기력이 아깝다,",2,0
이터널스,마블이 전하고자 하는 메시지,8,1
작전명 발키리,Ebs하는중 존잼입니다,10,1
1987,이 영화는 다시보기를 정말 많이본 영화 볼때마다 더 재밌음,10,1
스펜서,크리스틴 스튜어트의 연기가 아주 인상적이다.,7,0
뜨거운 피,다소 산만하지만 배우들연기 보는 재미만으로 시간이 전혀 아깝지 않은 영화. 리얼한 느와르. ,8,1
고장난 론,다 보고나면 귀에 맴도는 그 한마디,6,0
문폴,영화 진짜 넘 재밌게봄영화 후기보고 중국얘기 마니나와서 뭔가싶었는데 거의 없던데 평점 후기는 왜이러는지....우주의 대한  호기심과 관심도 없고  천문학 지식없는사람들이 봐서 평점 개차반으로 만든거같음... 유투브로 매번 천문학이랑 우주의 관해서 챙겨보는 사람인지라 내가 상상했던것과 달의대한 음모들을 정말 그럴싸하게 풀어놈우주의 관한 음모론 조아하는 사람들한테는 재밌을영화일꺼같음 ,10,1
이터널스,재미없다고 해서 기대 안하고 안보고 있다가 우연히 봤는데 은근 재미있음.. 1편이라 전체적인 소개나 길잡이라 좀 지루할수있지만 다음편이 기대됨 ^^ ,10,1
하늘의 푸르름을 아는 사람이여,아이묭 노래 때문에 10점 줍니다,10,1
뜨거운 피,진짜 시간아까움ㅠ 보다가 나왔음 시간 많으면 보세요..,2,0
더 배트맨,범죄와 재구성이 더재미난듯  이 유치한 스토리는 언제 까지 우려먹을지,2,0
문폴,평점이 안좋길래 걱정했는데 생각보다 재밌었어요~ 마지막에 뭔가 조금 오잉?했지만ㅋㅋㅋ 인간이 우주에 대해 모르는게 많을 수도 있으니 저런 상상력을 펼쳐보는 것도 괜찮지않나싶어용ㅎ아무튼 2시간동안 재밌게 봤어요~,9,1
똥파리,진짜 왜 지금 봤는지 후회될 정도로 숨겨진 수작이다....지극히 차갑고 괴로운 현실 속에 오히려 가장 순수한 따스함이 묻어나오는 아이러니한 감정을 준다.,10,1
돈 룩 업,"보면서 사람들이 중요한 팩트를 다 쌩깐다는 게 답답해 뒤지는 줄 알았지만, 기후변화에 대한 인류의 반응을 풍자했다는 점에서 이해하고 넘어갈 만함결말이 뻔하지 않아서 좋음, 오히려 충격적임. (영웅이 세상을 구한다는 결말이 아니라서 좋음)",10,1
한나를 위한 소나타,"개봉한 지도 벌써 몇 년이나 지났지만 영화 자체에서 주는 감동은 여전하네요. 배우들 연기도 좋고, ost도 너무 좋았습니다. 무엇보다도 전쟁에 관련된 내용이다 보니, 요즘 상황에 더욱 와닿는 영화가 아니었나 싶습니다. 언제 봐도 좋을 영화네요. ",10,1
더 배트맨,액션과 영상미는 인정. 다만 퀴즈 맞추기식 전개는 다소 유치하다는 생각이 든다. 여전히 &amp;lt;다크 나이트&amp;gt; 쪽에 손을 들어주고 싶다.,7,0
웨스트 사이드 스토리,별거없음요새 묮지않음,6,0
가장 보통의 연애,공효진은 연기의 신이다 정말 너무잘해,10,1
뜨거운 피,현실 느와르....모든게 끝나고나서의 공허함,8,1
문폴,"미국 B급 감성은 왜 죄다 사건 해결하려면 맨날 하얀 무의식속으로 들어갔다 나와서 각성함?ㅋㅋㅋ이야기 개연성 최악CG에다가만 돈 쏟아부은듯유명한 배우 캐스팅 해놓고 연출력으로 말아먹음스토리텔링도 최악이라서 영화 보다가 지루해 죽는 줄 알았음전형적인 클리셰 엄청 많음 (이혼가정, 문제아, 가족결합, 사랑, 영웅) 개 지루함",1,0
아네트,독보적인 연출과 연기,7,0
스카이 크롤러,깊은 생각을 하게하는 명작,10,1
가족의 색깔,가족은 무슨 색깔을 가졌나,5,0
인민을 위해 복무하라,탕웨이를 꿈꿧으나 ai 탕후루에 그쳐버림.영상미는 좋았음연우진이 혼자 깃발들고 혼신의 연기를 하여 영화에 심폐소생술을 했음,2,0
더 배트맨,영화 이해도 안되고 놀란감독이 만든거에 비하면 정말 망작 그 자체...,2,0
장르만 로맨스,제목이 적절한 경우,6,0
프렌치 디스패치,"한 편의 영화, 한 장의 잡지",6,0
고양이들의 아파트,"내용과 주제의식에는 무척 공감한다. 다만, 영화적 측면에서 전개가 다소 헐겁다는 생각이 들었다. 좀 더 짧았어도 되지 않았을까 하는 생각이 조심스럽게 든다.",7,0
기적,영화관에서 못본게 한이되는 영화...,10,1
고스톱 살인,신선한 소재로 재밌었음 남주 조승우닮음,6,0
공수도,오랜만에 재밌게봤습니다^^,10,1
작전명 발키리,너무 잼남 꿀잼 이런영화또보고싶네요,10,1
거북이 달린다,아너무 재밌어 ㅋㅋ연기들을 너무 잘 함 ㅋㅋㅋㅋ 적절한 코미디 너무 잼씀 ,10,1
백발마녀전,고전 영화라는걸 감안해도 스케일이 협소하고 내용도 많이 짧은듯한 느낌이다. 주변 인물들은 곁다리 수준도 안되고,5,0
더 배트맨,분위기가 거의 어두운데 이런거 취향이라 좋았음,10,1
킹스글레이브: 파이널 판타지 XV,자세히 들여다보지 않아도 그래픽이라는게 티가 팍팍 나는데... 실사 같다는 사람들은 도대체 뭔지?? 실사도 아니고 애니메이션도 아닌... 이런 어정정한 영화는 별루~ 감상포인트는 고를게 없어서.. OST,5,0
스펜서,여주가 다한 영화,7,0
왓 위민 원트,연기와 스토리 재밌었어요,10,1
리크루트,초중반의 힘을 후반까지 유지 못하는게 아쉬운 영화..,7,0
도가니,화가 많이 나요....,10,1
더 배트맨,"기존의 배트맨과 달리, 인간적인 면모가 드러나서 좋았습니다. 그러나 긴 상영 시간 대비 빈약한 스토리 그리고 불필요한 연출에 실망했습니다. 리들러가 남의 집안을 창문으로 훔쳐보는 모습에 소름끼쳤는데 캣우먼이 옷 갈아입는 장면도 똑같이 누군가가 훔쳐보는 식의 연출이 나오더군요. 스토리에 도움되지 않는 불쾌한 장면을 굳이 넣어야했을까 싶은 생각이 들었습니다. 3시간 인내할 가치가 있는 영화는 아니었습니다. ",3,0
특송,"애가 등장하는 영화는 짜증난다. 울고불고 떼쓰고, 안해도 되는 위험감수해야 하고.",4,0
강릉,잼잇는데 왜그러져 무슨 평론가들밖에없네 ^^,10,1
블랙 크랩,정말 재미 없어요 ㅠ다크해요배우들 연기는 좋아요,4,0
끝까지 간다,긴장을 늦출수없이 봤고...다좋았는데 금고씬 ㅋ 달콤한인생 패러디 인듯함. 금고사장  무기사장 ㅋ  ,9,1
더 배트맨,"영상미에 3점. 스토리 대똥망 개연성 없이 추리라기엔 너무 끼워맞추기식이고 추리이고 싶기만 했고 폴다노 악역별로 안어울리는듯. 츤츤한 착한 역은 잘하는데 악역은 좀... 갑분 로맨스 토나오고... 마지막 오토바이 데이트 오글오글 미쳐벌여... 패틴슨 잘생김 크라비츠 대박예쁨. 패틴슨, 알프레드, 도우미 형사, 캣우먼 아빠는 연기 잘한다. ",3,0
씽2게더,"명곡들의 향연, 귀가 즐거워~",9,1
스파이더맨: 노 웨이 홈,솔직히 정말 재미없고 지루했어요 토비 앤드류 볼라고 참으면서 봤네요,1,0
레미제라블,짜증나는 캐릭터들 때문에 조금 보기 힘들지만 영화자체가 정말 좋아 계속 보게 되네요,10,1
미드나잇 인 파리,파리 갬성은 너무 이쁘고 좋았지만 완전 불륜미화됬다ㅠㅠ 약혼녀도 남주 무시했던거 같구..결말은 예상치 못한채로 끝,6,0
더 배트맨,악당이 아닌 배트맨에게 집중한 영화. 진하고 어둡고 몰입감 있음..,8,1
뜨거운 피,오래간만에 한국식 느와르 재미있게 봤어요,9,1
스파이더맨: 노 웨이 홈,집에서 보길 잘했네요. 이게 왜 이렇게 평점이 높은지 이해가 안됩니다... 완전 속은 기분... 마블팬으로써 이건 너무...ㅠ,1,0
노트북,인생 최고의 영화중 하나 9.48 네이버 평점이낮아보일정도,10,1
용의자,너무재미있게봤어요 2013년에 이런액션이라니. 너무 흥미진진 하게 봤네요 연기력도 짱이네요,10,1
더 배트맨,확고한 DC의 노선,10,1
뜨거운 피,배신is배신 영화지만 진짜 연기력도 그렇고 간만에 영화다운영화봤네용 정우님이랑 무성님 두분 연기력 진짜.... 진짜 시간가는줄 모르고 봤어여 다른분들 연기도 장난아니구 무튼 평점이해안갈만큼재밌게봤습니다 ? ,10,1
용의자,와 진짜 재밌다.. 시간 가는줄 모르고 봤네 이걸 이제 보다니ㅜ그 시절 감성도 잘 느껴지는 영화…,10,1
킹메이커,이선균이 다 했다,7,0
플립,초등학교시절 마이걸이란 영화를 보고 느꼈던 감정을 비슷하게나마 40대 중반에 다시 느낄 수 있었던 기분 좋은 영화,10,1
블랙 크랩,간만에 몰입감 조지는 영화를 봤네!! 최고!!,10,1
이상한 나라의 수학자,신선한 스토리에 믿고보는 배우들,8,1
뜨거운 피,&amp;#34;부는 삼대를 못간다.&amp;#34;라는 말이 있다. 이 말은 현대에서 더욱 희석될 수 없고 드러나 있지 않은 각박한 사실을 비유적으로 일컫어 타인의 사상을 깨울 수 있을 정도의 강력한 표현이다. 이 영화에서는 그러한 감춰진 본질적 이유를 가장 밑바닥부터 보여주며 오롯이 경험에서 비롯된 것 만이 피와 살이 됨을 알려줌으로써 우리의 사상을 일깨워준다. 부산이 고향인 나에게 감사하고 이 영화를 만들어주신 감독님께 경의를 표한다. 최고의 자리에 올라섰다고 생각하는 순간 또다른 현실이 보이고 가장 열정적이었던 순간을 회귀하며 허망감에 빠진다...,9,1
도리안 그레이,남주가 그닥잘생긴지 모르겠다는게함정 ,6,0
안테벨룸,와 반전 대박!!!  영상미가 좋아서 몰입감 굿,9,1
뜨거운 피,"아미돌려내 .,.,.",8,1
낙원의 밤,"중간중간 웃음포인트, 차승원캐릭터가 영화살린듯물론 태구 캐릭터에 엄태구배우님 너무좋았구요~",8,1
뜨거운 피,아니 이거 멀보라고 하는거냐?? 화면 검은색 배경만 보이고 사람행동이 보이질 않아서 너무 답답하다. 멀 보라고 하는건지 모르겠다 최악이다 진짜,2,0
언더워터,"이유를 알수 없는 강력한 지진으로 인해 심해탐사선이 심각하게 파손되고, 살아남은 소수인원의 생존기를 그린다. 중반까지는 그들의 탈출경로가 너무 넓고 관겍들이 상상하기 어려워서 답답하게 느껴진다. 조금 더 인텔리한 과학영화를 기대했다면 오산. 중반 이후 에이리언 클리셰를 섞으며 빤해지기 시작하고 개연성마저 떨어지자 느닷없이 감성에 기댄다. 그래도 크리스틴 스튜어트라는 슈퍼스타의 짧은 금발버전을 보는 즐거움과 오랫만에 감초역할을 하는 티제이 밀러도 재미있다.",3,0
뜨거운 피,"일단 연기자들 연기가 압권이었고, 사람들 정치적 머리싸움도 재밌었네요.",10,1
뜨거운 피,연기는 좋았는데 스토리가 좀..루즈함,8,1
녹야추격,그당시에 비디오테이프로 아주 재미있게 봤던 영화 ,10,1
작전명 발키리,EBS에서 보는 중이신 분,10,1
더 배트맨,아무래도 배트맨이면 조커 같은 빌런만 아는 경우가 많은 데 리들러란 새로운 빌런을 보여주고 잘 표현한 게 좋았다.,8,1
피그,자신이 믿고 의지했던 존재의 상실에 대한 고찰,6,0
문폴,영화개봉 자체가 재난이다,2,0
더 배트맨,음악과 분위기가 좋았고 살짝 늘어지는 감은 있었음 ,8,1
마담 프루스트의 비밀정원,마담 프루스트의 차 한 잔 깉은 영화,10,1
언차티드,스파이더맨의 또 다른 연기변신,8,1
더 배트맨,시종일관 어둡고 배트맨스럽다영상미가 있다,10,1
뱅크 잡,이 영화는 진짜 과장된 부분이 없이 복잡한 실화의 내용을 그대로 담은듯한..,6,0
미션 임파서블,전부 틀딱들 밖에 없나? 아니면 단체로 광빠들 출동한건가?? 툭툭 끊기고 초반까지는 너무 노잼이었다. 헌트가 헬기 폭발때 살아남은거는 거의 마블 히어로급 아닌가?ㅋㅋㅋㅋ어떻게 폭발을 도약삼아 기차로 날아가지? 아이언맨인줄?  미션 임파서블은 3부터가 진리다. 영화가 오래되어서 그런지는 몰라도 개핵노잼.. 어릴때 와이어씬만 봤던 기억이 있어서 정주행 하려 했는데 너무 노잼이었다. 감독도 만든 작품들 평을 보면 평이 안좋네. 틀딱들만 좋아할 영화의 정석 그냥 미션 임파서블의 서막을 알리는 작품으로 평점1점 줄꺼 2점줌,2,0
백두산,"흠,,,,",2,0
스파이더맨: 노 웨이 홈,마지막 장면 울었다 나는 어스파가 더 좋은듯,10,1
재심,정우와 강하늘의 연기가 다 했다.,10,1
용의자,중간중간 격투씬  재밌게 보고있는데후반분 역시는 역시나네요사이다나 마시러 가야것네요,6,0
에어로너츠,훌륭해요,10,1
스펜서,평범한 일상이 그리운 사람들에게...,8,1
로마의 휴일,최고의 영화 감동 적입니다,10,1
내 사랑,사랑의 방식은 모두 다를수있다는것.내곁에  있는 사람의 소중함을 일깨위주는 영화.세상에 소외되고 외로운 이들이 많지않았으면 하는 바람입니다.,10,1
마담 싸이코,진짜 쫄리는 스릴러 영화...강추합니다,10,1
샹치와 텐 링즈의 전설,디 워..,7,0
콘스탄틴,"영화 2번 안보는데, 봐도봐도 재밌는 영화 ",10,1
와일드라이프,부모들이란게 참... 아들이 너무 착하고 불쌍하다..ㅠ,8,1
스파이더맨: 노 웨이 홈,추억 종합 선물세트....,10,1
익스팅션 - 종의 구원자,루시 씨뒤년 발지면 안되나;;,2,0
문폴,이것도 저것도 아닌,3,0
무간도,2022년 밀린 숙제를 하듯 드디어 무간도를 보았다. 지금봐도 군더더기없는 빠른 전개가 개봉당시 얼마나 센세이션했을지 짐작이 된다.,8,1
맨 인 더 다크 2 ,꿀잼!!피닉스가 3편만드나요?ㅋㅋ,10,1
하늘의 푸르름을 아는 사람이여,신카이 마코토 영향을 많이 받은게 느껴진다. 내용이 흐지부지 끝난게 아쉽지만 영상미는 굿,6,0
장르만 로맨스,"코믹을 기대했는데, 딱히 웃기지도, 재미있지도 않다",4,0
스파이더맨: 노 웨이 홈,다른 어떤영화에서도 이루어질수 없는 삼스파의만남,10,1
뜨거운 피,수많은 특수효과 없이도 연기만으로 영화는 재미있다는 것을 느끼게 하는 영화!조금의 지루함없이 시작부터 엔딩까지 몰입도 최고!과연 대배우들...!,10,1
안테벨룸,역시 반전있는 긴장감 있는 영화,9,1
스파이더맨: 노 웨이 홈,다른 두 명의 스파이더맨이 아니었으면 졸작,5,0
더 배트맨,어설픈 탐정 놀이와 느긋하게 걸어 다니는 배트맨을 보고 살짝 웃음,6,0
제8일의 밤,이해하기 힘들다. 재미없어요.,2,0
더 배트맨,러닝타임이 길었고 이전의 배트맨과는 색다름,10,1
킹메이커,대선 앞두고 나온거다보니 어느정도 편향되어보이는 영화로 보여짐..,4,0
스펜서,연기는 좋았으나 사전정보가 거의 필수인 영화가 좋은 영화라 할수 있을까,6,0
차이나타운,기억에 남는건 배우들의 연기뿐...혜수님의 공허한 눈빛경필님의 비열한 표정현철님의 마지막 외침고은님도 잘하셨지만 다른분들이 넘사벽이였음,8,1
더 배트맨,"러닝타임이 길어서 좋다가, 길어서 지루하다가 왔다갔다하는...",7,0
샹치와 텐 링즈의 전설,용두사미,6,0
기적,서른 중반의 배우들을 10대 고교생으로 분장시키는 영화는 이제 쫌 그만. ,6,0
해적: 도깨비 깃발,"딴 짓하면서 봐도 재미없는 영화. 여주의 어색한 연기톤, 말도 안되는 연출, 전체적으로 정리 안된 스토리가 다였다.",1,0
킹메이커,여러 카메라 구도가 만들어내는 상징성에 몰입하기 쉬웠다.,8,1
아이리시맨,"길어서 일주일 동안 나눠 봤다. 마지막까지 실없이 웃기기도 했다. 페기의 존재가 작품의 균형을 끝까지 잡아줬다. 굳이 원로 배우들을 출연시켜서 허망한 말로를 보여준 이유, 조연들의 사인까지 일일이 다 알려준 이유는, 그만큼 범죄 조직의 끝은 허망하니 깡패들한테 빨리 발 빼고 더 나은 삶을 살라고 일러주는 것 같다. ",6,0
뜨거운 피,무난무난하게 깔끔하게 잘 봤어요,8,1
베놈 2: 렛 데어 비 카니지,베놈을 가지고 이 정도 영화 밖에 못 만드나,5,0
문폴,영상미 좋았던거 딱 하나 괜찮은듯,4,0
문폴,액션과 볼거리만으로 이영화값어치는 충분함,10,1
씽2게더,노래가 좋습니다,7,0
이터널스,마블에 신화를 섞으면,7,0
더 배트맨,"어둡고 진중한 분위기. 진실을 추적해 나가는 한 걸음 한 걸음. 차량 추격씬이 민간인도 죽을 것 같이 연출된 것, 리들러의 동기가 이해가 안 되게 연출 된 것 등이 아쉽긴 했지만 그래도 충분히 재밌게 볼 수 있었다.",8,1
익스팅션 - 종의 구원자,이야...이게 어떻게 개연성이 없다고 평가할 수가 있냐...?뇌가 있기나 하냐??ㅡㅡ 갈등과 반목 속에서 세월을 허비하다 실제로 만났을 때...심오하고 철학적인 영화지.good   ,10,1
사바하,뭐냐  잼있는대,8,1
콰이어트 플레이스 2,1편보단 확실히 못함,6,0
언차티드,원작 팬들에게 주는 선물 같은 영화,8,1
더 배트맨,최고,10,1
더 배트맨,"연출, 연기 좋네요. 특히 리들러 역 배우 연기가 너무 좋았음. 다만 러닝타임은 좀 길게 느껴졌네요",8,1
듄,클래식 소설을 클래식 영화로 만들다,10,1
스펜서,재밌어요,10,1
더 배트맨,조커의 성공으로 힘만 들어갔다,7,0
벨파스트,버디는 벨파스트를 사랑했고 벨파스트도 버디를 사랑했다,8,1
샹치와 텐 링즈의 전설,조금은 실망스런 스토리와 액션,6,0
하늘의 푸르름을 아는 사람이여,잘 봤습니다 감사합니다,6,0
애덤 프로젝트,재밌어요. 평점이 왜이렇게 낮지,8,1
더 배트맨,오직 배트맨만 가능한 분위기의 영화,8,1
스펜서,스크린 전체를 장악하는 크리스틴의 연기에 웨스 앤더슨 맛 조금 첨가.,7,0
우주 전쟁,중2병 아들과 소리만 지르는 잼민이의 짜증유발 대작전 ..,2,0
호빗: 다섯 군대 전투,영상미 너무 이쁘고 재밌음,10,1
인민을 위해 복무하라,영화 내용 보다는 나중에 엑기스로 돌아다닐 장면들만 기억에 남았다.,3,0
언차티드,재밌습니다! 좋아요! 액션,10,1
꽃미남 연쇄 테러사건,킬링타임용으로 좋음ㅋㅋ 나 태어났을때 나온 영화지만..장면장면 색감이랑 00년대 몽글몽글 약간 세기말 감성도 너무 좋고 난 슈주 갠적으로 좋아해서 어린 슈주 보는데 재밌었다 그리고 마지막 부분 기범이 독백할때 나오는 브금 너무 좋은데 아시는분ㅠㅠ 원더보이도 좋고,9,1
용의자,공유 액션연기 쩐다.스펙타클하고~~,10,1
해리 포터와 마법사의 돌,봐도 봐도 질리지 않는 레전드 판타지 영화너무 추억임,10,1
샷 콜러,지루하다고 멈추지말고 끝까지보세요 이영화 명작입니다 진짜 가족을 위해 사람이 어디까지 갈수있는지 인생을 갈아넣은 영화입니다 ,10,1
500일의 썸머,과거에 한번보고 2회차 였는데 왠지 모를 공감이 많이 되었던 영화에요. 저도 썸머의 심리 상태로 만들어진 영화를 보고 싶네요.,9,1
레지던트 이블: 라쿤시티,캐릭터들이 레드필드빼곤 죄다 얼간이들이네 ,4,0
이상한 나라의 수학자,역시 믿고 보는 최민식님입니다,8,1
이상한 나라의 수학자,그럭저럭 볼만함.,6,0
언차티드,그냥저냥 시간 때우기 좋은 영화,8,1
애덤 프로젝트,믿고 보는 레이놀즈 웃기고 재밌네요,10,1
뜨거운 피,"여러분의 소중한 시간을 지켜드립니다제발 도망가세요,,",1,0
말모이,"우리나라, 우리 가족, 우리 딸...등등...어법은 안맞아도 &amp;#39;우리&amp;#39;라는 말을 통해 공동체 정신을 알게되는것... 우리나라, 우리말, 그저 자랑스럽다~^^ 이런 영화 만들어주신 감독과 제작진, 배우들에게도 감사~ㅎㅎ",9,1
듄,단연코 2021년 최고의 시네마,10,1
더 배트맨,후속편에 따라 평가가 달라질 여지가 있음,6,0
더 배트맨,가장 현실적인 배트맨영화인것같음,8,1
유어 러브 송,눈물도 안나고.. 마지막 20분에 모든걸 압축 시켜놓은듯합니다,2,0
포드 V 페라리,포드회장태우고 달릴때가 베스트였음,10,1
더 배트맨,이게 배트맨,10,1
극장판 주술회전 0,최고의 이상성욕은 순애다..,10,1
패왕별희 디 오리지널,중화권 영화 중 상업성과 작품성을 함께 갖춘 명작,10,1
문폴,"감동, 재미는 전무하고 영상미 조차도 식상",2,0
하늘의 푸르름을 아는 사람이여,기대안하고 보면 괜찮습니다,7,0
언차티드,배역 소개하는 영화. 액션씬은 좋다.,7,0
더 배트맨,어두운 긴장감이 느껴져서 좋았다 게임을 하는 느낌의 영화,9,1
스펜서,연기는 좋았지만 영화는 글쎄,5,0
더 배트맨,너무 분위기만 잡고 지루하고 몰입감 떨어짐,6,0
더 배트맨,누아르스러운 분위기도 좋고 연기도 좋은데 먼가 질질 끌리는 듯한 느낌...편집으로 30분은 더 쳐낼 수 있었을 듯,7,0
블랙 크랩,그냥 재미없음 배속재생이 고마워짐.,4,0
소리도 없이,첨부터 아이가 부담스러웠으면 김실장죽고 걍 집에돌려보내면 되지않나돈도 필요없다면서~~,7,0
더 배트맨,배트맨 시리즈 다 봤는데 아직도 새로운 수 있는게 놀랍네요음악과 연출의 앙상블이 인상깊어요,10,1
샹치와 텐 링즈의 전설,"저만 재밌게 본 건가요,,,,  특히 버스씬이 제일 인상 깊고 멋있었음 ㅠㅠㅠ",10,1
서바이벌리스트,팬더믹 시대라는 배경은 그럴싸 하지만 영화 내용 자체는 지루했다.,4,0
코다,연출. 연기.ost. 하물며 그 모든 공백마저 넘 감동스럽다..!!!!,10,1
문폴,"4dx로 보고왔는데 눈이 즐겁네요 ㅎㅎ 영상미 끝내주고 스토리도 나름 매끄러워서 개연성 있게 흘러간 듯 합니다. 중국 묻었다고 혹평 받는거 같은데, 작중에 중국 언급하는 부분 극 소수에 불과하고 (중국어 대사 몇마디) 우주물 &amp; SF물 &amp; 재난물 좋아하시는 분들이라면 충분히 만족할만한 영화 입니다. 저는 8점 이상 주고싶네요 ㅎㅎㅎ",8,1
더 배트맨,고담시를 굉장히 잘 표현했고 패틴슨의 연기도 참 좋았네요,8,1
샤오린 : 최후의 결전,"전형적인 스토리지만 울림이 큰 영화. 삶의 의미, 욕심, 진짜 소중한것에 대해 생각하게 만든다... 유덕화는 역시 유덕화 너무 멋있당. 사정봉 악역도 너무 잘어울리고 성룡도 나와서 반갑! ",9,1
벨파스트,모든 감독은 자신의 이야기를 할 때 능력이 더욱 발휘된다,8,1
뜨거운 피,잼있음정우연기쥑이네,10,1
블랙 크랩,첨 부터 끝까지 절망적이고 어둡고 최악이다 왜 저러는지 모르겠다 지금 그 나라 상황 처럼 ,10,1
뜨거운 피,생각보다 재밌게 봤어요 연기자들 사투리 찐,8,1
그을린 사랑,제목 그대로 그을린 사랑 … 인생을 쉽게 논할 수 없음을 ,10,1
레드 로켓,순수한 광기 그 자체,8,1
킹 리차드,기대했던 것보다 재밌었음,8,1
위대한 소원,친구를위해 희생하는모습 최고죠,10,1
시실리 2km,ㅋㅋㅋ넘나 웃김 b급 코드,10,1
벨파스트,흑백 사진의 아름다움!,10,1
스펜서,크리스틴 스튜어트 연기 중 최고,9,1
라스트 모히칸,다시 봐도 정말 재미있는 영화다,10,1
블랙 크랩,와~ 대박. 루미 라파스를 써서 이런 재미없는 영화를 만들어낸 감독의 능력에 찬사를 보냅니다.,1,0
이상한 나라의 수학자,올해 첫 극장영화~ 중학생딸과 함께봤는데 감동도 있고 재미있게 봤네요~ 딸도 만족^^,10,1
불한당: 나쁜 놈들의 세상,충분히 재밌을만한 소재와 배우들 가지고 왜 이렇게 이상하게 구성을 했을까 ,4,0
인 타임,와우.. 신선한 소재.,8,1
문폴,제 인생의 최악영화별1점도 아까워,1,0
문폴,기대 이상입니다.  스토리는 좀 엉뚱하지만 재미는 있네요. ,10,1
해리 포터와 마법사의 돌,전설의 시작너무 재밌음.배우들도 짱!,10,1
